best_fitness,fitness
2.998295827083887,2.998295827083887
2.998295827083887,2.998295827083887
2.999284951204532,2.999284951204532
2.999995186023964,2.999995186023964
2.999995186023964,2.999995186023964
2.999995186023964,2.999995186023964
2.999995186023964,2.999995186023964
2.9999966353627476,2.9999966353627476
2.9999966353627476,2.9999966353627476
2.9999966353627476,2.9999966353627476
2.9999966353627476,2.9999966353627476
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.0026300931665646,3.0026300931665646
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.003997434051663,3.003997434051663
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
3.004071807443058,3.004071807443058
